/home/projects/nyosef/eitangr/miniconda3/envs/pixelgen-scvi/lib/python3.10/site-packages/anndata/utils.py:429: FutureWarning: Importing read_elem from `anndata.experimental` is deprecated. Import anndata.io.read_elem instead.
  warnings.warn(msg, FutureWarning)
2025-04-23 11:29:29,441 - Calc 593
2025-04-23 11:29:29,511 - Calc 594
2025-04-23 11:29:29,658 - Calc 595
2025-04-23 11:29:29,753 - Calc 596
2025-04-23 11:29:29,793 - Calc 597
2025-04-23 11:29:29,796 - Calc 598
2025-04-23 11:29:29,948 - Calc 599
2025-04-23 11:29:29,979 - Calc 600
2025-04-23 11:29:30,039 - Calc 601
2025-04-23 11:29:30,082 - Calc 602
2025-04-23 11:29:30,203 - Calc 603
2025-04-23 11:29:30,226 - Calc 604
2025-04-23 11:29:30,263 - Calc 605
2025-04-23 11:29:30,303 - Calc 606
2025-04-23 11:29:30,346 - Calc 607
2025-04-23 11:29:30,377 - Calc 608
2025-04-23 11:29:30,390 - Calc 609
2025-04-23 11:29:30,400 - Calc 610
2025-04-23 11:29:30,409 - Calc 611
2025-04-23 11:29:30,668 - Calc 612
2025-04-23 11:29:30,714 - Calc 613
2025-04-23 11:29:30,780 - Calc 614
2025-04-23 11:29:30,827 - Calc 615
2025-04-23 11:29:30,845 - Calc 616
2025-04-23 11:29:30,851 - Calc 617
2025-04-23 11:29:30,916 - Calc 618
2025-04-23 11:29:30,920 - Calc 619
2025-04-23 11:29:31,013 - Calc 620
2025-04-23 11:29:31,044 - Calc 621
2025-04-23 11:29:31,049 - Calc 622
2025-04-23 11:29:31,156 - Calc 623
2025-04-23 11:29:31,305 - Calc 624
2025-04-23 11:29:31,354 - Calc 625
2025-04-23 11:29:31,386 - Calc 626
2025-04-23 11:29:31,399 - Calc 627
2025-04-23 11:29:31,434 - Calc 628
2025-04-23 11:29:31,438 - Calc 629
2025-04-23 11:29:31,545 - Calc 630
2025-04-23 11:29:31,564 - Calc 631
2025-04-23 11:29:31,577 - Calc 632
2025-04-23 11:29:31,605 - Calc 633
2025-04-23 11:29:31,689 - Calc 634
2025-04-23 11:29:31,703 - Calc 635
2025-04-23 11:29:31,727 - Calc 636
2025-04-23 11:29:31,739 - Calc 637
2025-04-23 11:29:31,829 - Calc 638
2025-04-23 11:29:31,881 - Calc 639
2025-04-23 11:29:32,013 - Calc 640
2025-04-23 11:29:32,051 - Calc 641
2025-04-23 11:29:32,054 - Calc 642
2025-04-23 11:29:32,076 - Calc 643
2025-04-23 11:29:32,126 - Calc 644
2025-04-23 11:29:32,135 - Calc 645
2025-04-23 11:29:32,200 - Calc 646
2025-04-23 11:29:32,207 - Calc 647
2025-04-23 11:29:32,312 - Calc 648
2025-04-23 11:29:32,318 - Calc 649
2025-04-23 11:29:32,340 - Calc 650
2025-04-23 11:29:32,365 - Calc 651
2025-04-23 11:29:32,450 - Calc 652
2025-04-23 11:29:32,457 - Calc 653
2025-04-23 11:29:32,546 - Calc 654
2025-04-23 11:29:32,578 - Calc 655
2025-04-23 11:29:32,839 - Calc 656
2025-04-23 11:29:32,846 - Calc 657
2025-04-23 11:29:32,865 - Calc 658
2025-04-23 11:29:32,868 - Calc 659
2025-04-23 11:29:32,919 - Calc 660
2025-04-23 11:29:32,925 - Calc 661
2025-04-23 11:29:33,036 - Calc 662
2025-04-23 11:29:33,068 - Calc 663
2025-04-23 11:29:33,098 - Calc 664
2025-04-23 11:29:33,133 - Calc 665
2025-04-23 11:29:33,162 - Calc 666
2025-04-23 11:29:33,204 - Calc 667
2025-04-23 11:29:33,237 - Calc 668
2025-04-23 11:29:33,245 - Calc 669
2025-04-23 11:29:33,258 - Calc 670
2025-04-23 11:29:33,351 - Calc 671
2025-04-23 11:29:33,470 - Calc 672
2025-04-23 11:29:33,505 - Calc 673
2025-04-23 11:29:33,512 - Calc 674
2025-04-23 11:29:33,571 - Calc 675
2025-04-23 11:29:33,642 - Calc 676
2025-04-23 11:29:33,662 - Calc 677
2025-04-23 11:29:33,759 - Calc 678
2025-04-23 11:29:33,788 - Calc 679
2025-04-23 11:29:33,908 - Calc 680
2025-04-23 11:29:34,084 - Calc 681
2025-04-23 11:29:34,088 - Calc 682
2025-04-23 11:29:34,107 - Calc 683
2025-04-23 11:29:34,112 - Calc 684
2025-04-23 11:29:34,155 - Calc 685
2025-04-23 11:29:34,165 - Calc 686
2025-04-23 11:29:34,192 - Calc 687
2025-04-23 11:29:34,426 - Calc 688
2025-04-23 11:29:34,440 - Calc 689
2025-04-23 11:29:34,526 - Calc 690
2025-04-23 11:29:34,561 - Calc 691
2025-04-23 11:29:34,590 - Calc 692
2025-04-23 11:29:34,675 - Calc 693
2025-04-23 11:29:34,678 - Calc 694
2025-04-23 11:29:34,773 - Calc 695
2025-04-23 11:29:34,796 - Calc 696
2025-04-23 11:29:34,810 - Calc 697
2025-04-23 11:29:34,908 - Calc 698
2025-04-23 11:29:34,920 - Calc 699
2025-04-23 11:29:34,987 - Calc 700
2025-04-23 11:29:35,022 - Calc 701
2025-04-23 11:29:35,131 - Calc 702
2025-04-23 11:29:35,186 - Calc 703
2025-04-23 11:29:35,229 - Calc 704
2025-04-23 11:29:35,321 - Calc 705
2025-04-23 11:29:35,322 - Calc 706
2025-04-23 11:29:35,344 - Calc 707
2025-04-23 11:29:35,414 - Calc 708
2025-04-23 11:29:35,414 - Calc 709
2025-04-23 11:29:35,479 - Calc 710
2025-04-23 11:29:35,629 - Calc 711
2025-04-23 11:29:35,669 - Calc 712
2025-04-23 11:29:35,678 - Calc 713
2025-04-23 11:29:35,682 - Calc 714
2025-04-23 11:29:35,729 - Calc 715
2025-04-23 11:29:35,740 - Calc 716
2025-04-23 11:29:35,807 - Calc 717
2025-04-23 11:29:35,830 - Calc 718
2025-04-23 11:29:35,862 - Calc 719
2025-04-23 11:29:35,926 - Calc 720
2025-04-23 11:29:35,990 - Calc 721
2025-04-23 11:29:36,069 - Calc 722
2025-04-23 11:29:36,084 - Calc 723
2025-04-23 11:29:36,096 - Calc 724
2025-04-23 11:29:36,125 - Calc 725
2025-04-23 11:29:36,172 - Calc 726
2025-04-23 11:29:36,224 - Calc 727
2025-04-23 11:29:36,295 - Calc 728
2025-04-23 11:29:36,379 - Calc 729
2025-04-23 11:29:36,401 - Calc 730
2025-04-23 11:29:36,418 - Calc 731
2025-04-23 11:29:36,547 - Calc 732
2025-04-23 11:29:36,569 - Calc 733
2025-04-23 11:29:36,588 - Calc 734
2025-04-23 11:29:36,656 - Calc 735
2025-04-23 11:29:36,669 - Calc 736
2025-04-23 11:29:36,714 - Calc 737
2025-04-23 11:29:36,764 - Calc 738
2025-04-23 11:29:36,832 - Calc 739
2025-04-23 11:29:36,851 - Calc 740
2025-04-23 11:29:36,851 - Calc 741
2025-04-23 11:29:36,868 - Calc 742
2025-04-23 11:29:36,963 - Calc 743
2025-04-23 11:29:36,993 - Calc 744
2025-04-23 11:29:36,997 - Calc 745
2025-04-23 11:29:37,009 - Calc 746
2025-04-23 11:29:37,182 - Calc 747
2025-04-23 11:29:37,208 - Calc 748
2025-04-23 11:29:37,356 - Calc 749
2025-04-23 11:29:37,369 - Calc 750
2025-04-23 11:29:37,420 - Calc 751
2025-04-23 11:29:37,452 - Calc 752
2025-04-23 11:29:37,470 - Calc 753
2025-04-23 11:29:37,577 - Calc 754
2025-04-23 11:29:37,677 - Calc 755
2025-04-23 11:29:37,691 - Calc 756
2025-04-23 11:29:37,779 - Calc 757
2025-04-23 11:29:37,878 - Calc 758
2025-04-23 11:29:38,030 - Calc 759
2025-04-23 11:29:38,142 - Calc 760
2025-04-23 11:29:38,219 - Calc 761
2025-04-23 11:29:38,333 - Calc 762
2025-04-23 11:29:38,374 - Calc 763
2025-04-23 11:29:38,401 - Calc 764
2025-04-23 11:29:38,410 - Calc 765
2025-04-23 11:29:38,418 - Calc 766
2025-04-23 11:29:38,475 - Calc 767
2025-04-23 11:29:38,541 - Calc 768
2025-04-23 11:29:38,582 - Calc 769
2025-04-23 11:29:38,612 - Calc 770
2025-04-23 11:29:38,671 - Calc 771
2025-04-23 11:29:38,672 - Calc 772
2025-04-23 11:29:38,791 - Calc 773
2025-04-23 11:29:38,808 - Calc 774
2025-04-23 11:29:38,816 - Calc 775
2025-04-23 11:29:38,853 - Calc 776
2025-04-23 11:29:38,898 - Calc 777
2025-04-23 11:29:38,971 - Calc 778
2025-04-23 11:29:39,046 - Calc 779
2025-04-23 11:29:39,047 - Calc 780
2025-04-23 11:29:39,201 - Calc 781
2025-04-23 11:29:39,292 - Calc 782
2025-04-23 11:29:39,387 - Calc 783
2025-04-23 11:29:39,403 - Calc 784
2025-04-23 11:29:39,490 - Calc 785
2025-04-23 11:29:39,549 - Calc 786
2025-04-23 11:29:39,613 - Calc 787
2025-04-23 11:29:39,702 - Calc 788
2025-04-23 11:29:39,734 - Calc 789
2025-04-23 11:29:39,771 - Calc 790
2025-04-23 11:29:39,833 - Calc 791
2025-04-23 11:29:39,903 - Calc 792
2025-04-23 11:29:39,908 - Calc 793
2025-04-23 11:29:39,910 - Calc 794
2025-04-23 11:29:39,943 - Calc 795
2025-04-23 11:29:40,019 - Calc 796
2025-04-23 11:29:40,039 - Calc 797
2025-04-23 11:29:40,041 - Calc 798
2025-04-23 11:29:40,110 - Calc 799
2025-04-23 11:29:40,302 - Calc 800
2025-04-23 11:29:40,312 - Calc 801
2025-04-23 11:29:40,345 - Calc 802
2025-04-23 11:29:40,440 - Calc 803
2025-04-23 11:29:40,484 - Calc 804
2025-04-23 11:29:40,491 - Calc 805
2025-04-23 11:29:40,495 - Calc 806
2025-04-23 11:29:40,666 - Calc 807
2025-04-23 11:29:40,746 - Calc 808
2025-04-23 11:29:40,766 - Calc 809
2025-04-23 11:29:40,777 - Calc 810
2025-04-23 11:29:40,779 - Calc 811
2025-04-23 11:29:40,901 - Calc 812
2025-04-23 11:29:40,903 - Calc 813
2025-04-23 11:29:40,966 - Calc 814
2025-04-23 11:29:41,005 - Calc 815
2025-04-23 11:29:41,013 - Calc 816
2025-04-23 11:29:41,084 - Calc 817
2025-04-23 11:29:41,220 - Calc 818
2025-04-23 11:29:41,232 - Calc 819
2025-04-23 11:29:41,260 - Calc 820
2025-04-23 11:29:41,350 - Calc 821
2025-04-23 11:29:41,397 - Calc 822
2025-04-23 11:29:41,406 - Calc 823
2025-04-23 11:29:41,411 - Calc 824
2025-04-23 11:29:41,494 - Calc 825
2025-04-23 11:29:41,625 - Calc 826
2025-04-23 11:29:41,712 - Calc 827
2025-04-23 11:29:41,735 - Calc 828
2025-04-23 11:29:41,759 - Calc 829
2025-04-23 11:29:41,803 - Calc 830
2025-04-23 11:29:41,828 - Calc 831
2025-04-23 11:29:41,891 - Calc 832
2025-04-23 11:29:41,902 - Calc 833
2025-04-23 11:29:41,956 - Calc 834
2025-04-23 11:29:42,100 - Calc 835
2025-04-23 11:29:42,108 - Calc 836
2025-04-23 11:29:42,150 - Calc 837
2025-04-23 11:29:42,184 - Calc 838
2025-04-23 11:29:42,189 - Calc 839
2025-04-23 11:29:42,293 - Calc 840
2025-04-23 11:29:42,339 - Calc 841
2025-04-23 11:29:42,373 - Calc 842
2025-04-23 11:29:42,623 - Calc 843
2025-04-23 11:29:42,624 - Calc 844
2025-04-23 11:29:42,630 - Calc 845
2025-04-23 11:29:42,670 - Calc 846
2025-04-23 11:29:42,678 - Calc 847
2025-04-23 11:29:42,689 - Calc 848
2025-04-23 11:29:42,694 - Calc 849
2025-04-23 11:29:42,709 - Calc 850
2025-04-23 11:29:42,717 - Calc 851
2025-04-23 11:29:42,762 - Calc 852
2025-04-23 11:29:42,843 - Calc 853
2025-04-23 11:29:42,996 - Calc 854
2025-04-23 11:29:43,012 - Calc 855
2025-04-23 11:29:43,099 - Calc 856
2025-04-23 11:29:43,113 - Calc 857
2025-04-23 11:29:43,177 - Calc 858
2025-04-23 11:29:43,252 - Calc 859
2025-04-23 11:29:43,268 - Calc 860
2025-04-23 11:29:43,437 - Calc 861
2025-04-23 11:29:43,475 - Calc 862
2025-04-23 11:29:43,479 - Calc 863
2025-04-23 11:29:43,494 - Calc 864
2025-04-23 11:29:43,523 - Calc 865
2025-04-23 11:29:43,561 - Calc 866
2025-04-23 11:29:43,566 - Calc 867
2025-04-23 11:29:43,636 - Calc 868
2025-04-23 11:29:43,720 - Calc 869
2025-04-23 11:29:43,761 - Calc 870
2025-04-23 11:29:43,864 - Calc 871
2025-04-23 11:29:43,926 - Calc 872
2025-04-23 11:29:43,978 - Calc 873
2025-04-23 11:29:44,016 - Calc 874
2025-04-23 11:29:44,039 - Calc 875
2025-04-23 11:29:44,065 - Calc 876
2025-04-23 11:29:44,210 - Calc 877
2025-04-23 11:29:44,218 - Calc 878
2025-04-23 11:29:44,270 - Calc 879
2025-04-23 11:29:44,345 - Calc 880
2025-04-23 11:29:44,381 - Calc 881
2025-04-23 11:29:44,433 - Calc 882
2025-04-23 11:29:44,443 - Calc 883
2025-04-23 11:29:44,472 - Calc 884
2025-04-23 11:29:44,612 - Calc 885
2025-04-23 11:29:44,699 - Calc 886
2025-04-23 11:29:44,729 - Calc 887
2025-04-23 11:29:44,791 - Calc 888
2025-04-23 11:29:44,808 - Calc 889
2025-04-23 11:29:44,841 - Calc 890
2025-04-23 11:29:44,888 - Calc 891
2025-04-23 11:29:44,971 - Calc 892
2025-04-23 11:29:45,029 - Calc 893
2025-04-23 11:29:45,110 - Calc 894
2025-04-23 11:29:45,115 - Calc 895
2025-04-23 11:29:45,119 - Calc 896
2025-04-23 11:29:45,126 - Calc 897
2025-04-23 11:29:45,138 - Calc 898
2025-04-23 11:29:45,206 - Calc 899
2025-04-23 11:29:45,341 - Calc 900
2025-04-23 11:29:45,361 - Calc 901
2025-04-23 11:29:45,406 - Calc 902
2025-04-23 11:29:45,430 - Calc 903
2025-04-23 11:29:45,442 - Calc 904
2025-04-23 11:29:45,450 - Calc 905
2025-04-23 11:29:45,560 - Calc 906
2025-04-23 11:29:45,637 - Calc 907
2025-04-23 11:29:45,659 - Calc 908
2025-04-23 11:29:45,660 - Calc 909
2025-04-23 11:29:45,672 - Calc 910
2025-04-23 11:29:45,700 - Calc 911
2025-04-23 11:29:45,772 - Calc 912
2025-04-23 11:29:45,779 - Calc 913
2025-04-23 11:29:45,927 - Calc 914
2025-04-23 11:29:45,964 - Calc 915
2025-04-23 11:29:45,992 - Calc 916
2025-04-23 11:29:46,021 - Calc 917
2025-04-23 11:29:46,030 - Calc 918
2025-04-23 11:29:46,074 - Calc 919
2025-04-23 11:29:46,132 - Calc 920
2025-04-23 11:29:46,154 - Calc 921
2025-04-23 11:29:46,238 - Calc 922
2025-04-23 11:29:46,252 - Calc 923
2025-04-23 11:29:46,286 - Calc 924
2025-04-23 11:29:46,294 - Calc 925
2025-04-23 11:29:46,352 - Calc 926
2025-04-23 11:29:46,365 - Calc 927
2025-04-23 11:29:46,378 - Calc 928
2025-04-23 11:29:46,463 - Calc 929
2025-04-23 11:29:46,550 - Calc 930
2025-04-23 11:29:46,556 - Calc 931
2025-04-23 11:29:46,580 - Calc 932
2025-04-23 11:29:46,641 - Calc 933
2025-04-23 11:29:46,709 - Calc 934
2025-04-23 11:29:46,831 - Calc 935
2025-04-23 11:29:46,858 - Calc 936
2025-04-23 11:29:46,867 - Calc 937
2025-04-23 11:29:46,979 - Calc 938
2025-04-23 11:29:46,999 - Calc 939
2025-04-23 11:29:47,086 - Calc 940
2025-04-23 11:29:47,219 - Calc 941
2025-04-23 11:29:47,269 - Calc 942
2025-04-23 11:29:47,272 - Calc 943
2025-04-23 11:29:47,297 - Calc 944
2025-04-23 11:29:47,355 - Calc 945
2025-04-23 11:29:47,412 - Calc 946
2025-04-23 11:29:47,430 - Calc 947
2025-04-23 11:29:47,453 - Calc 948
2025-04-23 11:29:47,463 - Calc 949
2025-04-23 11:29:47,576 - Calc 950
2025-04-23 11:29:47,635 - Calc 951
2025-04-23 11:29:47,679 - Calc 952
2025-04-23 11:29:47,758 - Calc 953
2025-04-23 11:29:47,813 - Calc 954
2025-04-23 11:29:47,927 - Calc 955
2025-04-23 11:29:48,068 - Calc 956
2025-04-23 11:29:48,087 - Calc 957
2025-04-23 11:29:48,136 - Calc 958
2025-04-23 11:29:48,166 - Calc 959
2025-04-23 11:29:48,210 - Calc 960
2025-04-23 11:29:48,244 - Calc 961
2025-04-23 11:29:48,279 - Calc 962
2025-04-23 11:29:48,317 - Calc 963
2025-04-23 11:29:48,333 - Calc 964
2025-04-23 11:29:48,394 - Calc 965
2025-04-23 11:29:48,455 - Calc 966
2025-04-23 11:29:48,468 - Calc 967
2025-04-23 11:29:48,521 - Calc 968
2025-04-23 11:29:48,523 - Calc 969
2025-04-23 11:29:48,545 - Calc 970
2025-04-23 11:29:48,551 - Calc 971
2025-04-23 11:29:48,590 - Calc 972
2025-04-23 11:29:48,703 - Calc 973
2025-04-23 11:29:48,716 - Calc 974
2025-04-23 11:29:48,788 - Calc 975
2025-04-23 11:29:48,791 - Calc 976
2025-04-23 11:29:48,869 - Calc 977
2025-04-23 11:29:48,919 - Calc 978
2025-04-23 11:29:49,034 - Calc 979
2025-04-23 11:29:49,117 - Calc 980
2025-04-23 11:29:49,122 - Calc 981
2025-04-23 11:29:49,183 - Calc 982
2025-04-23 11:29:49,213 - Calc 983
2025-04-23 11:29:49,377 - Calc 984
2025-04-23 11:29:49,513 - Calc 985
2025-04-23 11:29:49,528 - Calc 986
2025-04-23 11:29:49,533 - Calc 987
2025-04-23 11:29:49,571 - Calc 988
2025-04-23 11:29:49,721 - Calc 989
2025-04-23 11:29:49,767 - Calc 990
2025-04-23 11:29:49,803 - Calc 991
2025-04-23 11:29:49,804 - Calc 992
2025-04-23 11:29:49,856 - Calc 993
2025-04-23 11:29:49,870 - Calc 994
2025-04-23 11:29:49,891 - Calc 995
2025-04-23 11:29:49,944 - Calc 996
2025-04-23 11:29:49,962 - Calc 997
2025-04-23 11:29:50,079 - Calc 998
2025-04-23 11:29:50,108 - Calc 999
2025-04-23 11:29:50,132 - Calc 1000
2025-04-23 11:29:50,180 - Calc 1001
2025-04-23 11:29:50,266 - Calc 1002
2025-04-23 11:29:50,315 - Calc 1003
2025-04-23 11:29:50,320 - Calc 1004
2025-04-23 11:29:50,380 - Calc 1005
2025-04-23 11:29:50,393 - Calc 1006
2025-04-23 11:29:50,393 - Calc 1007
2025-04-23 11:29:50,418 - Calc 1008
2025-04-23 11:29:50,420 - Calc 1009
2025-04-23 11:29:50,460 - Calc 1010
2025-04-23 11:29:50,475 - Calc 1011
2025-04-23 11:29:50,587 - Calc 1012
2025-04-23 11:29:50,623 - Calc 1013
2025-04-23 11:29:50,706 - Calc 1014
2025-04-23 11:29:50,827 - Calc 1015
2025-04-23 11:29:50,853 - Calc 1016
2025-04-23 11:29:50,893 - Calc 1017
2025-04-23 11:29:50,908 - Calc 1018
2025-04-23 11:29:50,944 - Calc 1019
2025-04-23 11:29:50,964 - Calc 1020
2025-04-23 11:29:50,990 - Calc 1021
2025-04-23 11:29:51,154 - Calc 1022
2025-04-23 11:29:51,193 - Calc 1023
2025-04-23 11:29:51,278 - Calc 1024
2025-04-23 11:29:51,298 - Calc 1025
2025-04-23 11:29:51,335 - Calc 1026
2025-04-23 11:29:51,396 - Calc 1027
2025-04-23 11:29:51,426 - Calc 1028
2025-04-23 11:29:51,536 - Calc 1029
2025-04-23 11:29:51,564 - Calc 1030
2025-04-23 11:29:51,671 - Calc 1031
2025-04-23 11:29:51,705 - Calc 1032
2025-04-23 11:29:51,760 - Calc 1033
2025-04-23 11:29:51,807 - Calc 1034
2025-04-23 11:29:51,874 - Calc 1035
2025-04-23 11:29:51,893 - Calc 1036
2025-04-23 11:29:51,897 - Calc 1037
2025-04-23 11:29:51,939 - Calc 1038
2025-04-23 11:29:52,054 - Calc 1039
2025-04-23 11:29:52,127 - Calc 1040
2025-04-23 11:29:52,148 - Calc 1041
2025-04-23 11:29:52,192 - Calc 1042
2025-04-23 11:29:52,298 - Calc 1043
2025-04-23 11:29:52,314 - Calc 1044
2025-04-23 11:29:52,679 - Calc 1045
2025-04-23 11:29:52,780 - Calc 1046
2025-04-23 11:29:52,869 - Calc 1047
2025-04-23 11:29:53,483 - Calc 1048
2025-04-23 11:29:53,606 - Calc 1049
2025-04-23 11:29:53,610 - Calc 1050
2025-04-23 11:29:53,669 - Calc 1051
2025-04-23 11:29:54,453 - Calc 1052
2025-04-23 11:29:54,658 - Calc 1053
2025-04-23 11:29:55,093 - Calc 1054
2025-04-23 11:29:55,134 - Calc 1055
2025-04-23 11:29:55,479 - Calc 1056
2025-04-23 11:29:56,517 - Calc 1057
2025-04-23 11:29:56,947 - Calc 1058
2025-04-23 11:29:57,144 - Calc 1059
2025-04-23 11:29:57,585 - Calc 1060
2025-04-23 11:29:57,846 - Calc 1061
2025-04-23 11:29:58,088 - Calc 1062
2025-04-23 11:29:58,217 - Calc 1063
2025-04-23 11:29:58,420 - Calc 1064
2025-04-23 11:29:58,721 - Calc 1065
2025-04-23 11:29:58,821 - Calc 1066
2025-04-23 11:29:59,260 - Calc 1067
2025-04-23 11:29:59,696 - Calc 1068
2025-04-23 11:30:00,239 - Calc 1069
2025-04-23 11:30:00,341 - Calc 1070
2025-04-23 11:30:00,432 - Calc 1071
2025-04-23 11:30:01,333 - Calc 1072
2025-04-23 11:30:01,520 - Calc 1073
2025-04-23 11:30:01,732 - Calc 1074
2025-04-23 11:30:01,784 - Calc 1075
2025-04-23 11:30:02,144 - Calc 1076
2025-04-23 11:30:02,662 - Calc 1077
2025-04-23 11:30:02,730 - Calc 1078
2025-04-23 11:30:02,953 - Calc 1079
2025-04-23 11:30:03,409 - Calc 1080
2025-04-23 11:30:03,440 - Calc 1081
2025-04-23 11:30:03,966 - Calc 1082
2025-04-23 11:30:04,102 - Calc 1083
2025-04-23 11:30:04,652 - Calc 1084
2025-04-23 11:30:04,909 - Calc 1085
2025-04-23 11:30:04,914 - Calc 1086
2025-04-23 11:30:05,745 - Calc 1087
2025-04-23 11:30:05,877 - Calc 1088
2025-04-23 11:30:06,776 - Calc 1089
2025-04-23 11:30:06,860 - Calc 1090
2025-04-23 11:30:07,662 - Calc 1091
2025-04-23 11:30:08,128 - Calc 1092
2025-04-23 11:30:08,164 - Calc 1093
2025-04-23 11:30:08,225 - Calc 1094
2025-04-23 11:30:08,661 - Calc 1095
2025-04-23 11:30:09,032 - Calc 1096
2025-04-23 11:30:10,257 - Calc 1097
2025-04-23 11:30:10,451 - Calc 1098
2025-04-23 11:30:10,905 - Calc 1099
2025-04-23 11:30:11,189 - Calc 1100
2025-04-23 11:30:11,875 - Calc 1101
2025-04-23 11:30:12,035 - Calc 1102
2025-04-23 11:30:12,771 - Calc 1103
2025-04-23 11:30:12,935 - Calc 1104
2025-04-23 11:30:13,293 - Calc 1105
2025-04-23 11:30:13,574 - Calc 1106
2025-04-23 11:30:13,760 - Calc 1107
2025-04-23 11:30:13,903 - Calc 1108
2025-04-23 11:30:14,077 - Calc 1109
2025-04-23 11:30:14,080 - Calc 1110
2025-04-23 11:30:15,130 - Calc 1111
2025-04-23 11:30:15,399 - Calc 1112
2025-04-23 11:30:15,505 - Calc 1113
2025-04-23 11:30:15,810 - Calc 1114
2025-04-23 11:30:16,280 - Calc 1115
2025-04-23 11:30:16,365 - Calc 1116
2025-04-23 11:30:16,501 - Calc 1117
2025-04-23 11:30:16,563 - Calc 1118
2025-04-23 11:30:16,942 - Calc 1119
2025-04-23 11:30:17,747 - Calc 1120
2025-04-23 11:30:18,539 - Calc 1121
2025-04-23 11:30:18,590 - Calc 1122
2025-04-23 11:30:18,860 - Calc 1123
2025-04-23 11:30:18,932 - Calc 1124
2025-04-23 11:30:18,982 - Calc 1125
2025-04-23 11:30:19,053 - Calc 1126
2025-04-23 11:30:19,227 - Calc 1127
2025-04-23 11:30:19,270 - Calc 1128
2025-04-23 11:30:19,332 - Calc 1129
2025-04-23 11:30:19,833 - Calc 1130
2025-04-23 11:30:21,295 - Calc 1131
2025-04-23 11:30:21,457 - Calc 1132
2025-04-23 11:30:21,626 - Calc 1133
2025-04-23 11:30:21,867 - Calc 1134
2025-04-23 11:30:22,432 - Calc 1135
2025-04-23 11:30:22,530 - Calc 1136
2025-04-23 11:30:22,787 - Calc 1137
2025-04-23 11:30:23,638 - Calc 1138
2025-04-23 11:30:24,046 - Calc 1139
2025-04-23 11:30:24,641 - Calc 1140
2025-04-23 11:30:24,726 - Calc 1141
2025-04-23 11:30:24,929 - Calc 1142
2025-04-23 11:30:25,171 - Calc 1143
2025-04-23 11:30:25,412 - Calc 1144
2025-04-23 11:30:25,954 - Calc 1145
2025-04-23 11:30:26,348 - Calc 1146
2025-04-23 11:30:26,894 - Calc 1147
2025-04-23 11:30:26,930 - Calc 1148
2025-04-23 11:30:27,112 - Calc 1149
2025-04-23 11:30:27,285 - Calc 1150
2025-04-23 11:30:27,600 - Calc 1151
2025-04-23 11:30:27,622 - Calc 1152
2025-04-23 11:30:28,333 - Calc 1153
2025-04-23 11:30:28,471 - Calc 1154
2025-04-23 11:30:28,937 - Calc 1155
2025-04-23 11:30:29,164 - Calc 1156
2025-04-23 11:30:29,973 - Calc 1157
2025-04-23 11:30:30,216 - Calc 1158
2025-04-23 11:30:30,234 - Calc 1159
2025-04-23 11:30:30,258 - Calc 1160
2025-04-23 11:30:30,434 - Calc 1161
2025-04-23 11:30:30,838 - Calc 1162
2025-04-23 11:30:30,879 - Calc 1163
2025-04-23 11:30:31,356 - Calc 1164
2025-04-23 11:30:31,632 - Calc 1165
2025-04-23 11:30:31,889 - Calc 1166
2025-04-23 11:30:32,737 - Calc 1167
2025-04-23 11:30:32,866 - Calc 1168
2025-04-23 11:30:33,325 - Calc 1169
2025-04-23 11:30:33,762 - Calc 1170
2025-04-23 11:30:33,980 - Calc 1171
2025-04-23 11:30:34,050 - Calc 1172
2025-04-23 11:30:34,176 - Calc 1173
2025-04-23 11:30:34,429 - Calc 1174
2025-04-23 11:30:34,989 - Calc 1175
2025-04-23 11:30:35,405 - Calc 1176
2025-04-23 11:30:35,445 - Calc 1177
2025-04-23 11:30:36,009 - Calc 1178
2025-04-23 11:30:36,279 - Calc 1179
2025-04-23 11:30:36,630 - Calc 1180
2025-04-23 11:30:36,848 - Calc 1181
2025-04-23 11:30:37,003 - Calc 1182
2025-04-23 11:30:37,212 - Calc 1183
2025-04-23 11:30:37,332 - Calc 1184
2025-04-23 11:30:37,969 - Calc 1185
2025-04-23 11:30:37,981 - Calc 1186
2025-04-23 11:30:38,285 - Calc 1187
2025-04-23 11:30:38,565 - Calc 1188
2025-04-23 11:30:39,876 - Calc 1189
2025-04-23 11:30:40,100 - Calc 1190
2025-04-23 11:30:40,245 - Calc 1191
2025-04-23 11:30:40,992 - Calc 1192
2025-04-23 11:30:41,166 - Calc 1193
2025-04-23 11:30:41,242 - Calc 1194
2025-04-23 11:30:41,827 - Calc 1195
2025-04-23 11:30:41,864 - Calc 1196
2025-04-23 11:30:41,892 - Calc 1197
2025-04-23 11:30:41,944 - Calc 1198
2025-04-23 11:30:42,679 - Calc 1199
2025-04-23 11:30:43,435 - Calc 1200
2025-04-23 11:30:44,947 - Calc 1201
2025-04-23 11:30:45,547 - Calc 1202
2025-04-23 11:30:45,739 - Calc 1203
2025-04-23 11:30:45,964 - Calc 1204
2025-04-23 11:30:46,533 - Calc 1205
2025-04-23 11:30:47,274 - Calc 1206
2025-04-23 11:30:47,423 - Calc 1207
2025-04-23 11:30:47,679 - Calc 1208
2025-04-23 11:30:47,925 - Calc 1209
2025-04-23 11:30:48,438 - Calc 1210
2025-04-23 11:30:48,446 - Calc 1211
2025-04-23 11:30:49,624 - Calc 1212
2025-04-23 11:30:49,723 - Calc 1213
