/home/projects/nyosef/eitangr/miniconda3/envs/pixelgen-scvi/lib/python3.10/site-packages/anndata/utils.py:429: FutureWarning: Importing read_elem from `anndata.experimental` is deprecated. Import anndata.io.read_elem instead.
  warnings.warn(msg, FutureWarning)
2025-06-24 16:44:17,556 - Calc 598
2025-06-24 16:44:17,605 - Calc 599
2025-06-24 16:44:17,609 - Calc 600
2025-06-24 16:44:17,622 - Calc 601
2025-06-24 16:44:17,716 - Calc 602
2025-06-24 16:44:17,734 - Calc 603
2025-06-24 16:44:17,760 - Calc 604
2025-06-24 16:44:17,774 - Calc 605
2025-06-24 16:44:17,891 - Calc 606
2025-06-24 16:44:17,911 - Calc 607
2025-06-24 16:44:17,975 - Calc 608
2025-06-24 16:44:17,975 - Calc 609
2025-06-24 16:44:17,994 - Calc 610
2025-06-24 16:44:18,004 - Calc 611
2025-06-24 16:44:18,073 - Calc 612
2025-06-24 16:44:18,088 - Calc 613
2025-06-24 16:44:18,121 - Calc 614
2025-06-24 16:44:18,209 - Calc 615
2025-06-24 16:44:18,277 - Calc 616
2025-06-24 16:44:18,308 - Calc 617
2025-06-24 16:44:18,403 - Calc 618
2025-06-24 16:44:18,441 - Calc 619
2025-06-24 16:44:18,471 - Calc 620
2025-06-24 16:44:18,474 - Calc 621
2025-06-24 16:44:18,553 - Calc 622
2025-06-24 16:44:18,560 - Calc 623
2025-06-24 16:44:18,565 - Calc 624
2025-06-24 16:44:18,662 - Calc 625
2025-06-24 16:44:18,665 - Calc 626
2025-06-24 16:44:18,693 - Calc 627
2025-06-24 16:44:18,705 - Calc 628
2025-06-24 16:44:18,777 - Calc 629
2025-06-24 16:44:18,921 - Calc 630
2025-06-24 16:44:18,931 - Calc 631
2025-06-24 16:44:18,938 - Calc 632
2025-06-24 16:44:18,959 - Calc 633
2025-06-24 16:44:19,064 - Calc 634
2025-06-24 16:44:19,130 - Calc 635
2025-06-24 16:44:19,216 - Calc 636
2025-06-24 16:44:19,222 - Calc 637
2025-06-24 16:44:19,315 - Calc 638
2025-06-24 16:44:19,326 - Calc 639
2025-06-24 16:44:19,369 - Calc 640
2025-06-24 16:44:19,391 - Calc 641
2025-06-24 16:44:19,492 - Calc 642
2025-06-24 16:44:19,542 - Calc 643
2025-06-24 16:44:19,564 - Calc 644
2025-06-24 16:44:19,591 - Calc 645
2025-06-24 16:44:19,595 - Calc 646
2025-06-24 16:44:19,596 - Calc 647
2025-06-24 16:44:19,637 - Calc 648
2025-06-24 16:44:19,734 - Calc 649
2025-06-24 16:44:19,773 - Calc 650
2025-06-24 16:44:19,787 - Calc 651
2025-06-24 16:44:19,847 - Calc 652
2025-06-24 16:44:19,899 - Calc 653
2025-06-24 16:44:19,908 - Calc 654
2025-06-24 16:44:19,943 - Calc 655
2025-06-24 16:44:19,967 - Calc 656
2025-06-24 16:44:19,978 - Calc 657
2025-06-24 16:44:20,000 - Calc 658
2025-06-24 16:44:20,007 - Calc 659
2025-06-24 16:44:20,105 - Calc 660
2025-06-24 16:44:20,141 - Calc 661
2025-06-24 16:44:20,196 - Calc 662
2025-06-24 16:44:20,209 - Calc 663
2025-06-24 16:44:20,217 - Calc 664
2025-06-24 16:44:20,248 - Calc 665
2025-06-24 16:44:20,273 - Calc 666
2025-06-24 16:44:20,306 - Calc 667
2025-06-24 16:44:20,346 - Calc 668
2025-06-24 16:44:20,429 - Calc 669
2025-06-24 16:44:20,494 - Calc 670
2025-06-24 16:44:20,512 - Calc 671
2025-06-24 16:44:20,517 - Calc 672
2025-06-24 16:44:20,586 - Calc 673
2025-06-24 16:44:20,629 - Calc 674
2025-06-24 16:44:20,648 - Calc 675
2025-06-24 16:44:20,817 - Calc 676
2025-06-24 16:44:20,825 - Calc 677
2025-06-24 16:44:20,912 - Calc 678
2025-06-24 16:44:20,913 - Calc 679
2025-06-24 16:44:20,928 - Calc 680
2025-06-24 16:44:20,967 - Calc 681
2025-06-24 16:44:20,987 - Calc 682
2025-06-24 16:44:20,998 - Calc 683
2025-06-24 16:44:21,000 - Calc 684
2025-06-24 16:44:21,027 - Calc 685
2025-06-24 16:44:21,100 - Calc 686
2025-06-24 16:44:21,150 - Calc 687
2025-06-24 16:44:21,220 - Calc 688
2025-06-24 16:44:21,243 - Calc 689
2025-06-24 16:44:21,256 - Calc 690
2025-06-24 16:44:21,278 - Calc 691
2025-06-24 16:44:21,363 - Calc 692
2025-06-24 16:44:21,363 - Calc 693
2025-06-24 16:44:21,392 - Calc 694
2025-06-24 16:44:21,399 - Calc 695
2025-06-24 16:44:21,491 - Calc 696
2025-06-24 16:44:21,493 - Calc 697
2025-06-24 16:44:21,520 - Calc 698
2025-06-24 16:44:21,535 - Calc 699
2025-06-24 16:44:21,583 - Calc 700
2025-06-24 16:44:21,597 - Calc 701
2025-06-24 16:44:21,620 - Calc 702
2025-06-24 16:44:21,674 - Calc 703
2025-06-24 16:44:21,731 - Calc 704
2025-06-24 16:44:21,741 - Calc 705
2025-06-24 16:44:21,761 - Calc 706
2025-06-24 16:44:21,826 - Calc 707
2025-06-24 16:44:21,928 - Calc 708
2025-06-24 16:44:21,951 - Calc 709
2025-06-24 16:44:22,014 - Calc 710
2025-06-24 16:44:22,035 - Calc 711
2025-06-24 16:44:22,066 - Calc 712
2025-06-24 16:44:22,152 - Calc 713
2025-06-24 16:44:22,183 - Calc 714
2025-06-24 16:44:22,390 - Calc 715
2025-06-24 16:44:22,410 - Calc 716
2025-06-24 16:44:22,426 - Calc 717
2025-06-24 16:44:22,487 - Calc 718
2025-06-24 16:44:22,601 - Calc 719
2025-06-24 16:44:22,799 - Calc 720
2025-06-24 16:44:22,813 - Calc 721
2025-06-24 16:44:23,023 - Calc 722
2025-06-24 16:44:23,072 - Calc 723
2025-06-24 16:44:23,106 - Calc 724
2025-06-24 16:44:23,315 - Calc 725
2025-06-24 16:44:23,322 - Calc 726
2025-06-24 16:44:23,475 - Calc 727
2025-06-24 16:44:23,502 - Calc 728
2025-06-24 16:44:23,685 - Calc 729
2025-06-24 16:44:23,896 - Calc 730
2025-06-24 16:44:23,919 - Calc 731
2025-06-24 16:44:23,973 - Calc 732
2025-06-24 16:44:24,007 - Calc 733
2025-06-24 16:44:24,025 - Calc 734
2025-06-24 16:44:24,094 - Calc 735
2025-06-24 16:44:24,392 - Calc 736
2025-06-24 16:44:24,574 - Calc 737
2025-06-24 16:44:24,668 - Calc 738
2025-06-24 16:44:24,697 - Calc 739
2025-06-24 16:44:24,800 - Calc 740
2025-06-24 16:44:24,883 - Calc 741
2025-06-24 16:44:24,976 - Calc 742
2025-06-24 16:44:25,037 - Calc 743
2025-06-24 16:44:25,124 - Calc 744
2025-06-24 16:44:25,429 - Calc 745
2025-06-24 16:44:25,431 - Calc 746
2025-06-24 16:44:25,644 - Calc 747
2025-06-24 16:44:25,650 - Calc 748
2025-06-24 16:44:25,690 - Calc 749
2025-06-24 16:44:25,847 - Calc 750
2025-06-24 16:44:25,938 - Calc 751
2025-06-24 16:44:26,025 - Calc 752
2025-06-24 16:44:26,123 - Calc 753
2025-06-24 16:44:26,200 - Calc 754
2025-06-24 16:44:26,463 - Calc 755
2025-06-24 16:44:26,478 - Calc 756
2025-06-24 16:44:26,696 - Calc 757
2025-06-24 16:44:26,702 - Calc 758
2025-06-24 16:44:26,704 - Calc 759
2025-06-24 16:44:26,974 - Calc 760
2025-06-24 16:44:27,322 - Calc 761
2025-06-24 16:44:27,566 - Calc 762
2025-06-24 16:44:27,827 - Calc 763
2025-06-24 16:44:27,872 - Calc 764
2025-06-24 16:44:28,145 - Calc 765
2025-06-24 16:44:28,253 - Calc 766
2025-06-24 16:44:28,555 - Calc 767
2025-06-24 16:44:28,560 - Calc 768
2025-06-24 16:44:28,635 - Calc 769
2025-06-24 16:44:29,188 - Calc 770
2025-06-24 16:44:29,231 - Calc 771
2025-06-24 16:44:29,344 - Calc 772
2025-06-24 16:44:29,814 - Calc 773
2025-06-24 16:44:29,829 - Calc 774
2025-06-24 16:44:30,193 - Calc 775
2025-06-24 16:44:30,587 - Calc 776
2025-06-24 16:44:30,591 - Calc 777
2025-06-24 16:44:31,063 - Calc 778
2025-06-24 16:44:31,282 - Calc 779
2025-06-24 16:44:31,684 - Calc 780
2025-06-24 16:44:31,839 - Calc 781
2025-06-24 16:44:31,930 - Calc 782
2025-06-24 16:44:32,057 - Calc 783
2025-06-24 16:44:32,222 - Calc 784
2025-06-24 16:44:32,290 - Calc 785
2025-06-24 16:44:32,456 - Calc 786
2025-06-24 16:44:33,198 - Calc 787
2025-06-24 16:44:33,336 - Calc 788
2025-06-24 16:44:33,648 - Calc 789
2025-06-24 16:44:33,689 - Calc 790
2025-06-24 16:44:34,084 - Calc 791
2025-06-24 16:44:34,280 - Calc 792
2025-06-24 16:44:34,443 - Calc 793
2025-06-24 16:44:35,317 - Calc 794
2025-06-24 16:44:35,581 - Calc 795
2025-06-24 16:44:35,707 - Calc 796
2025-06-24 16:44:35,729 - Calc 797
2025-06-24 16:44:35,953 - Calc 798
2025-06-24 16:44:36,205 - Calc 799
2025-06-24 16:44:36,555 - Calc 800
2025-06-24 16:44:36,642 - Calc 801
2025-06-24 16:44:36,807 - Calc 802
2025-06-24 16:44:37,274 - Calc 803
2025-06-24 16:44:37,282 - Calc 804
2025-06-24 16:44:37,290 - Calc 805
2025-06-24 16:44:37,381 - Calc 806
2025-06-24 16:44:37,401 - Calc 807
2025-06-24 16:44:37,875 - Calc 808
2025-06-24 16:44:37,893 - Calc 809
2025-06-24 16:44:37,906 - Calc 810
2025-06-24 16:44:38,193 - Calc 811
2025-06-24 16:44:38,321 - Calc 812
2025-06-24 16:44:38,594 - Calc 813
2025-06-24 16:44:38,632 - Calc 814
2025-06-24 16:44:38,687 - Calc 815
2025-06-24 16:44:38,739 - Calc 816
2025-06-24 16:44:38,890 - Calc 817
2025-06-24 16:44:39,160 - Calc 818
2025-06-24 16:44:39,216 - Calc 819
2025-06-24 16:44:39,241 - Calc 820
2025-06-24 16:44:39,575 - Calc 821
2025-06-24 16:44:39,830 - Calc 822
2025-06-24 16:44:39,928 - Calc 823
2025-06-24 16:44:40,163 - Calc 824
2025-06-24 16:44:40,432 - Calc 825
2025-06-24 16:44:40,539 - Calc 826
2025-06-24 16:44:41,119 - Calc 827
2025-06-24 16:44:41,251 - Calc 828
2025-06-24 16:44:41,320 - Calc 829
2025-06-24 16:44:41,486 - Calc 830
2025-06-24 16:44:42,773 - Calc 831
2025-06-24 16:44:42,902 - Calc 832
2025-06-24 16:44:43,258 - Calc 833
2025-06-24 16:44:43,489 - Calc 834
2025-06-24 16:44:43,578 - Calc 835
2025-06-24 16:44:43,760 - Calc 836
2025-06-24 16:44:43,885 - Calc 837
2025-06-24 16:44:44,031 - Calc 838
2025-06-24 16:44:44,127 - Calc 839
2025-06-24 16:44:44,479 - Calc 840
2025-06-24 16:44:44,928 - Calc 841
2025-06-24 16:44:45,476 - Calc 842
2025-06-24 16:44:45,540 - Calc 843
2025-06-24 16:44:45,558 - Calc 844
2025-06-24 16:44:45,960 - Calc 845
2025-06-24 16:44:45,984 - Calc 846
2025-06-24 16:44:46,019 - Calc 847
2025-06-24 16:44:46,463 - Calc 848
2025-06-24 16:44:46,499 - Calc 849
2025-06-24 16:44:46,519 - Calc 850
2025-06-24 16:44:46,690 - Calc 851
2025-06-24 16:44:46,886 - Calc 852
2025-06-24 16:44:47,021 - Calc 853
2025-06-24 16:44:47,197 - Calc 854
2025-06-24 16:44:47,245 - Calc 855
2025-06-24 16:44:47,415 - Calc 856
2025-06-24 16:44:47,473 - Calc 857
2025-06-24 16:44:47,724 - Calc 858
2025-06-24 16:44:48,183 - Calc 859
2025-06-24 16:44:48,317 - Calc 860
2025-06-24 16:44:48,558 - Calc 861
2025-06-24 16:44:48,648 - Calc 862
2025-06-24 16:44:48,902 - Calc 863
2025-06-24 16:44:49,010 - Calc 864
2025-06-24 16:44:49,269 - Calc 865
2025-06-24 16:44:49,337 - Calc 866
2025-06-24 16:44:49,404 - Calc 867
2025-06-24 16:44:49,579 - Calc 868
2025-06-24 16:44:49,764 - Calc 869
2025-06-24 16:44:49,801 - Calc 870
2025-06-24 16:44:50,149 - Calc 871
2025-06-24 16:44:50,231 - Calc 872
2025-06-24 16:44:50,462 - Calc 873
2025-06-24 16:44:50,611 - Calc 874
2025-06-24 16:44:50,790 - Calc 875
2025-06-24 16:44:50,793 - Calc 876
2025-06-24 16:44:50,905 - Calc 877
2025-06-24 16:44:50,974 - Calc 878
2025-06-24 16:44:51,218 - Calc 879
2025-06-24 16:44:51,549 - Calc 880
2025-06-24 16:44:51,895 - Calc 881
2025-06-24 16:44:52,001 - Calc 882
2025-06-24 16:44:52,140 - Calc 883
2025-06-24 16:44:52,299 - Calc 884
2025-06-24 16:44:52,462 - Calc 885
2025-06-24 16:44:52,610 - Calc 886
2025-06-24 16:44:52,669 - Calc 887
2025-06-24 16:44:52,716 - Calc 888
2025-06-24 16:44:52,866 - Calc 889
2025-06-24 16:44:52,987 - Calc 890
2025-06-24 16:44:53,462 - Calc 891
2025-06-24 16:44:53,506 - Calc 892
2025-06-24 16:44:53,589 - Calc 893
2025-06-24 16:44:53,814 - Calc 894
2025-06-24 16:44:53,870 - Calc 895
2025-06-24 16:44:53,993 - Calc 896
2025-06-24 16:44:53,998 - Calc 897
2025-06-24 16:44:54,128 - Calc 898
2025-06-24 16:44:54,134 - Calc 899
2025-06-24 16:44:54,421 - Calc 900
2025-06-24 16:44:54,534 - Calc 901
2025-06-24 16:44:54,542 - Calc 902
2025-06-24 16:44:54,667 - Calc 903
2025-06-24 16:44:54,824 - Calc 904
2025-06-24 16:44:54,886 - Calc 905
2025-06-24 16:44:54,976 - Calc 906
2025-06-24 16:44:55,243 - Calc 907
2025-06-24 16:44:55,306 - Calc 908
2025-06-24 16:44:55,310 - Calc 909
2025-06-24 16:44:55,313 - Calc 910
2025-06-24 16:44:55,499 - Calc 911
2025-06-24 16:44:55,580 - Calc 912
2025-06-24 16:44:55,737 - Calc 913
2025-06-24 16:44:56,150 - Calc 914
2025-06-24 16:44:56,249 - Calc 915
2025-06-24 16:44:56,438 - Calc 916
2025-06-24 16:44:56,520 - Calc 917
2025-06-24 16:44:56,583 - Calc 918
2025-06-24 16:44:56,645 - Calc 919
2025-06-24 16:44:56,741 - Calc 920
2025-06-24 16:44:56,768 - Calc 921
2025-06-24 16:44:56,885 - Calc 922
2025-06-24 16:44:57,342 - Calc 923
2025-06-24 16:44:57,604 - Calc 924
2025-06-24 16:44:57,654 - Calc 925
2025-06-24 16:44:57,742 - Calc 926
2025-06-24 16:44:57,792 - Calc 927
2025-06-24 16:44:57,974 - Calc 928
2025-06-24 16:44:57,981 - Calc 929
2025-06-24 16:44:58,003 - Calc 930
2025-06-24 16:44:58,093 - Calc 931
2025-06-24 16:44:58,304 - Calc 932
2025-06-24 16:44:58,569 - Calc 933
2025-06-24 16:44:58,710 - Calc 934
2025-06-24 16:44:58,783 - Calc 935
2025-06-24 16:44:58,799 - Calc 936
2025-06-24 16:44:58,968 - Calc 937
2025-06-24 16:44:59,176 - Calc 938
2025-06-24 16:44:59,201 - Calc 939
2025-06-24 16:44:59,349 - Calc 940
2025-06-24 16:44:59,433 - Calc 941
2025-06-24 16:44:59,572 - Calc 942
2025-06-24 16:44:59,587 - Calc 943
2025-06-24 16:44:59,820 - Calc 944
2025-06-24 16:44:59,921 - Calc 945
2025-06-24 16:44:59,942 - Calc 946
2025-06-24 16:44:59,976 - Calc 947
2025-06-24 16:45:00,176 - Calc 948
2025-06-24 16:45:00,597 - Calc 949
2025-06-24 16:45:00,753 - Calc 950
2025-06-24 16:45:00,761 - Calc 951
2025-06-24 16:45:00,781 - Calc 952
2025-06-24 16:45:00,919 - Calc 953
2025-06-24 16:45:01,036 - Calc 954
2025-06-24 16:45:01,212 - Calc 955
2025-06-24 16:45:01,534 - Calc 956
2025-06-24 16:45:01,924 - Calc 957
2025-06-24 16:45:02,000 - Calc 958
2025-06-24 16:45:02,389 - Calc 959
2025-06-24 16:45:02,759 - Calc 960
2025-06-24 16:45:02,822 - Calc 961
2025-06-24 16:45:02,838 - Calc 962
2025-06-24 16:45:02,900 - Calc 963
2025-06-24 16:45:03,222 - Calc 964
2025-06-24 16:45:03,429 - Calc 965
2025-06-24 16:45:03,517 - Calc 966
2025-06-24 16:45:03,645 - Calc 967
2025-06-24 16:45:03,835 - Calc 968
2025-06-24 16:45:03,835 - Calc 969
2025-06-24 16:45:04,311 - Calc 970
2025-06-24 16:45:04,602 - Calc 971
2025-06-24 16:45:04,688 - Calc 972
2025-06-24 16:45:04,794 - Calc 973
2025-06-24 16:45:04,865 - Calc 974
2025-06-24 16:45:04,884 - Calc 975
2025-06-24 16:45:04,897 - Calc 976
2025-06-24 16:45:05,055 - Calc 977
2025-06-24 16:45:05,373 - Calc 978
2025-06-24 16:45:05,492 - Calc 979
2025-06-24 16:45:05,524 - Calc 980
2025-06-24 16:45:05,721 - Calc 981
2025-06-24 16:45:05,876 - Calc 982
2025-06-24 16:45:06,019 - Calc 983
2025-06-24 16:45:06,359 - Calc 984
2025-06-24 16:45:06,398 - Calc 985
2025-06-24 16:45:06,656 - Calc 986
2025-06-24 16:45:06,732 - Calc 987
2025-06-24 16:45:07,179 - Calc 988
2025-06-24 16:45:07,201 - Calc 989
2025-06-24 16:45:07,248 - Calc 990
2025-06-24 16:45:07,264 - Calc 991
2025-06-24 16:45:07,359 - Calc 992
2025-06-24 16:45:07,518 - Calc 993
2025-06-24 16:45:07,531 - Calc 994
2025-06-24 16:45:07,711 - Calc 995
2025-06-24 16:45:07,721 - Calc 996
2025-06-24 16:45:07,743 - Calc 997
2025-06-24 16:45:07,781 - Calc 998
2025-06-24 16:45:08,153 - Calc 999
2025-06-24 16:45:08,318 - Calc 1000
2025-06-24 16:45:08,577 - Calc 1001
2025-06-24 16:45:08,640 - Calc 1002
2025-06-24 16:45:08,888 - Calc 1003
2025-06-24 16:45:08,892 - Calc 1004
2025-06-24 16:45:08,927 - Calc 1005
2025-06-24 16:45:09,015 - Calc 1006
2025-06-24 16:45:09,261 - Calc 1007
2025-06-24 16:45:09,801 - Calc 1008
2025-06-24 16:45:09,878 - Calc 1009
2025-06-24 16:45:10,208 - Calc 1010
2025-06-24 16:45:10,318 - Calc 1011
2025-06-24 16:45:10,419 - Calc 1012
2025-06-24 16:45:10,494 - Calc 1013
2025-06-24 16:45:10,556 - Calc 1014
2025-06-24 16:45:10,599 - Calc 1015
2025-06-24 16:45:10,746 - Calc 1016
2025-06-24 16:45:10,818 - Calc 1017
2025-06-24 16:45:10,859 - Calc 1018
2025-06-24 16:45:10,970 - Calc 1019
2025-06-24 16:45:10,995 - Calc 1020
2025-06-24 16:45:11,201 - Calc 1021
2025-06-24 16:45:11,240 - Calc 1022
2025-06-24 16:45:11,291 - Calc 1023
2025-06-24 16:45:11,368 - Calc 1024
2025-06-24 16:45:11,765 - Calc 1025
2025-06-24 16:45:11,771 - Calc 1026
2025-06-24 16:45:11,934 - Calc 1027
2025-06-24 16:45:11,949 - Calc 1028
2025-06-24 16:45:11,988 - Calc 1029
2025-06-24 16:45:12,175 - Calc 1030
2025-06-24 16:45:12,553 - Calc 1031
2025-06-24 16:45:12,616 - Calc 1032
2025-06-24 16:45:12,738 - Calc 1033
2025-06-24 16:45:12,840 - Calc 1034
2025-06-24 16:45:12,983 - Calc 1035
2025-06-24 16:45:13,019 - Calc 1036
2025-06-24 16:45:13,056 - Calc 1037
2025-06-24 16:45:13,154 - Calc 1038
2025-06-24 16:45:13,455 - Calc 1039
2025-06-24 16:45:13,479 - Calc 1040
2025-06-24 16:45:13,549 - Calc 1041
2025-06-24 16:45:13,742 - Calc 1042
2025-06-24 16:45:13,809 - Calc 1043
2025-06-24 16:45:13,915 - Calc 1044
2025-06-24 16:45:14,013 - Calc 1045
2025-06-24 16:45:14,071 - Calc 1046
2025-06-24 16:45:14,353 - Calc 1047
2025-06-24 16:45:14,425 - Calc 1048
2025-06-24 16:45:14,483 - Calc 1049
2025-06-24 16:45:14,543 - Calc 1050
2025-06-24 16:45:14,605 - Calc 1051
2025-06-24 16:45:14,828 - Calc 1052
2025-06-24 16:45:15,011 - Calc 1053
2025-06-24 16:45:15,087 - Calc 1054
2025-06-24 16:45:15,142 - Calc 1055
2025-06-24 16:45:15,432 - Calc 1056
2025-06-24 16:45:15,681 - Calc 1057
2025-06-24 16:45:15,889 - Calc 1058
2025-06-24 16:45:15,961 - Calc 1059
2025-06-24 16:45:16,013 - Calc 1060
2025-06-24 16:45:16,131 - Calc 1061
2025-06-24 16:45:16,198 - Calc 1062
2025-06-24 16:45:16,266 - Calc 1063
2025-06-24 16:45:16,512 - Calc 1064
2025-06-24 16:45:16,563 - Calc 1065
2025-06-24 16:45:16,762 - Calc 1066
2025-06-24 16:45:16,851 - Calc 1067
2025-06-24 16:45:16,867 - Calc 1068
2025-06-24 16:45:16,947 - Calc 1069
2025-06-24 16:45:16,991 - Calc 1070
2025-06-24 16:45:17,378 - Calc 1071
2025-06-24 16:45:17,508 - Calc 1072
2025-06-24 16:45:17,605 - Calc 1073
2025-06-24 16:45:17,662 - Calc 1074
2025-06-24 16:45:17,729 - Calc 1075
2025-06-24 16:45:17,859 - Calc 1076
2025-06-24 16:45:18,088 - Calc 1077
2025-06-24 16:45:18,122 - Calc 1078
2025-06-24 16:45:18,129 - Calc 1079
2025-06-24 16:45:18,170 - Calc 1080
2025-06-24 16:45:18,187 - Calc 1081
2025-06-24 16:45:18,224 - Calc 1082
2025-06-24 16:45:18,405 - Calc 1083
2025-06-24 16:45:18,406 - Calc 1084
2025-06-24 16:45:18,541 - Calc 1085
2025-06-24 16:45:18,649 - Calc 1086
2025-06-24 16:45:18,705 - Calc 1087
2025-06-24 16:45:18,874 - Calc 1088
2025-06-24 16:45:18,988 - Calc 1089
2025-06-24 16:45:19,164 - Calc 1090
2025-06-24 16:45:19,170 - Calc 1091
2025-06-24 16:45:19,271 - Calc 1092
2025-06-24 16:45:19,312 - Calc 1093
2025-06-24 16:45:19,371 - Calc 1094
2025-06-24 16:45:19,401 - Calc 1095
2025-06-24 16:45:19,503 - Calc 1096
2025-06-24 16:45:19,549 - Calc 1097
2025-06-24 16:45:19,581 - Calc 1098
2025-06-24 16:45:19,616 - Calc 1099
2025-06-24 16:45:19,638 - Calc 1100
2025-06-24 16:45:19,663 - Calc 1101
2025-06-24 16:45:19,890 - Calc 1102
2025-06-24 16:45:19,906 - Calc 1103
2025-06-24 16:45:19,907 - Calc 1104
2025-06-24 16:45:20,041 - Calc 1105
2025-06-24 16:45:20,073 - Calc 1106
2025-06-24 16:45:20,269 - Calc 1107
2025-06-24 16:45:20,284 - Calc 1108
2025-06-24 16:45:20,483 - Calc 1109
2025-06-24 16:45:20,832 - Calc 1110
2025-06-24 16:45:20,899 - Calc 1111
2025-06-24 16:45:20,929 - Calc 1112
2025-06-24 16:45:21,133 - Calc 1113
2025-06-24 16:45:21,146 - Calc 1114
2025-06-24 16:45:21,203 - Calc 1115
2025-06-24 16:45:21,262 - Calc 1116
2025-06-24 16:45:21,298 - Calc 1117
2025-06-24 16:45:21,363 - Calc 1118
2025-06-24 16:45:21,672 - Calc 1119
2025-06-24 16:45:21,695 - Calc 1120
2025-06-24 16:45:21,722 - Calc 1121
2025-06-24 16:45:21,897 - Calc 1122
2025-06-24 16:45:21,947 - Calc 1123
2025-06-24 16:45:22,024 - Calc 1124
2025-06-24 16:45:22,154 - Calc 1125
2025-06-24 16:45:22,240 - Calc 1126
2025-06-24 16:45:22,330 - Calc 1127
2025-06-24 16:45:22,497 - Calc 1128
2025-06-24 16:45:22,507 - Calc 1129
2025-06-24 16:45:22,554 - Calc 1130
2025-06-24 16:45:22,584 - Calc 1131
2025-06-24 16:45:22,610 - Calc 1132
2025-06-24 16:45:22,707 - Calc 1133
2025-06-24 16:45:22,749 - Calc 1134
2025-06-24 16:45:22,874 - Calc 1135
2025-06-24 16:45:23,081 - Calc 1136
2025-06-24 16:45:23,394 - Calc 1137
2025-06-24 16:45:23,443 - Calc 1138
2025-06-24 16:45:23,581 - Calc 1139
2025-06-24 16:45:23,671 - Calc 1140
2025-06-24 16:45:23,845 - Calc 1141
2025-06-24 16:45:23,852 - Calc 1142
2025-06-24 16:45:23,853 - Calc 1143
2025-06-24 16:45:24,057 - Calc 1144
2025-06-24 16:45:24,193 - Calc 1145
2025-06-24 16:45:24,393 - Calc 1146
2025-06-24 16:45:24,440 - Calc 1147
2025-06-24 16:45:24,455 - Calc 1148
2025-06-24 16:45:24,674 - Calc 1149
2025-06-24 16:45:24,765 - Calc 1150
2025-06-24 16:45:24,771 - Calc 1151
2025-06-24 16:45:24,842 - Calc 1152
2025-06-24 16:45:24,928 - Calc 1153
2025-06-24 16:45:25,026 - Calc 1154
2025-06-24 16:45:25,047 - Calc 1155
2025-06-24 16:45:25,133 - Calc 1156
2025-06-24 16:45:25,383 - Calc 1157
2025-06-24 16:45:25,433 - Calc 1158
2025-06-24 16:45:25,459 - Calc 1159
2025-06-24 16:45:25,520 - Calc 1160
2025-06-24 16:45:25,621 - Calc 1161
2025-06-24 16:45:25,754 - Calc 1162
2025-06-24 16:45:25,919 - Calc 1163
2025-06-24 16:45:25,967 - Calc 1164
2025-06-24 16:45:26,038 - Calc 1165
2025-06-24 16:45:26,055 - Calc 1166
2025-06-24 16:45:26,102 - Calc 1167
2025-06-24 16:45:26,123 - Calc 1168
2025-06-24 16:45:26,196 - Calc 1169
2025-06-24 16:45:26,213 - Calc 1170
2025-06-24 16:45:26,265 - Calc 1171
2025-06-24 16:45:26,328 - Calc 1172
2025-06-24 16:45:26,450 - Calc 1173
2025-06-24 16:45:26,501 - Calc 1174
2025-06-24 16:45:26,588 - Calc 1175
2025-06-24 16:45:26,638 - Calc 1176
2025-06-24 16:45:26,652 - Calc 1177
2025-06-24 16:45:26,823 - Calc 1178
2025-06-24 16:45:26,845 - Calc 1179
2025-06-24 16:45:26,874 - Calc 1180
2025-06-24 16:45:26,956 - Calc 1181
2025-06-24 16:45:27,118 - Calc 1182
2025-06-24 16:45:27,153 - Calc 1183
2025-06-24 16:45:27,561 - Calc 1184
2025-06-24 16:45:27,570 - Calc 1185
2025-06-24 16:45:27,674 - Calc 1186
2025-06-24 16:45:27,826 - Calc 1187
2025-06-24 16:45:27,932 - Calc 1188
2025-06-24 16:45:28,082 - Calc 1189
2025-06-24 16:45:28,095 - Calc 1190
2025-06-24 16:45:28,146 - Calc 1191
2025-06-24 16:45:28,230 - Calc 1192
2025-06-24 16:45:28,313 - Calc 1193
2025-06-24 16:45:28,463 - Calc 1194
2025-06-24 16:45:28,573 - Calc 1195
2025-06-24 16:45:28,596 - Calc 1196
2025-06-24 16:45:28,740 - Calc 1197
2025-06-24 16:45:28,740 - Calc 1198
2025-06-24 16:45:28,835 - Calc 1199
2025-06-24 16:45:28,860 - Calc 1200
2025-06-24 16:45:28,881 - Calc 1201
2025-06-24 16:45:28,923 - Calc 1202
2025-06-24 16:45:28,957 - Calc 1203
2025-06-24 16:45:29,011 - Calc 1204
2025-06-24 16:45:29,099 - Calc 1205
2025-06-24 16:45:29,118 - Calc 1206
2025-06-24 16:45:29,255 - Calc 1207
2025-06-24 16:45:29,275 - Calc 1208
2025-06-24 16:45:29,523 - Calc 1209
2025-06-24 16:45:29,609 - Calc 1210
2025-06-24 16:45:29,727 - Calc 1211
2025-06-24 16:45:29,738 - Calc 1212
2025-06-24 16:45:29,741 - Calc 1213
2025-06-24 16:45:29,850 - Calc 1214
2025-06-24 16:45:29,955 - Calc 1215
2025-06-24 16:45:30,070 - Calc 1216
2025-06-24 16:45:30,087 - Calc 1217
