/home/projects/nyosef/eitangr/miniconda3/envs/pixelgen-scvi/lib/python3.10/site-packages/anndata/utils.py:429: FutureWarning: Importing read_elem from `anndata.experimental` is deprecated. Import anndata.io.read_elem instead.
  warnings.warn(msg, FutureWarning)
2025-06-24 16:45:30,238 - Calc 1218
2025-06-24 16:45:30,356 - Calc 1219
2025-06-24 16:45:30,379 - Calc 1220
2025-06-24 16:45:30,590 - Calc 1221
2025-06-24 16:45:30,596 - Calc 1222
2025-06-24 16:45:30,604 - Calc 1223
2025-06-24 16:45:30,755 - Calc 1224
2025-06-24 16:45:30,780 - Calc 1225
2025-06-24 16:45:30,859 - Calc 1226
2025-06-24 16:45:30,860 - Calc 1227
2025-06-24 16:45:30,910 - Calc 1228
2025-06-24 16:45:30,914 - Calc 1229
2025-06-24 16:45:30,995 - Calc 1230
2025-06-24 16:45:31,022 - Calc 1231
2025-06-24 16:45:31,068 - Calc 1232
2025-06-24 16:45:31,082 - Calc 1233
2025-06-24 16:45:31,114 - Calc 1234
2025-06-24 16:45:31,215 - Calc 1235
2025-06-24 16:45:31,319 - Calc 1236
2025-06-24 16:45:31,360 - Calc 1237
2025-06-24 16:45:31,392 - Calc 1238
2025-06-24 16:45:31,394 - Calc 1239
2025-06-24 16:45:31,418 - Calc 1240
2025-06-24 16:45:31,431 - Calc 1241
2025-06-24 16:45:31,459 - Calc 1242
2025-06-24 16:45:31,561 - Calc 1243
2025-06-24 16:45:31,617 - Calc 1244
2025-06-24 16:45:31,642 - Calc 1245
2025-06-24 16:45:31,714 - Calc 1246
2025-06-24 16:45:31,745 - Calc 1247
2025-06-24 16:45:31,845 - Calc 1248
2025-06-24 16:45:31,846 - Calc 1249
2025-06-24 16:45:31,986 - Calc 1250
2025-06-24 16:45:31,997 - Calc 1251
2025-06-24 16:45:32,016 - Calc 1252
2025-06-24 16:45:32,082 - Calc 1253
2025-06-24 16:45:32,186 - Calc 1254
2025-06-24 16:45:32,234 - Calc 1255
2025-06-24 16:45:32,352 - Calc 1256
2025-06-24 16:45:32,464 - Calc 1257
2025-06-24 16:45:32,496 - Calc 1258
2025-06-24 16:45:32,497 - Calc 1259
2025-06-24 16:45:32,552 - Calc 1260
2025-06-24 16:45:32,697 - Calc 1261
2025-06-24 16:45:32,794 - Calc 1262
2025-06-24 16:45:32,807 - Calc 1263
2025-06-24 16:45:32,849 - Calc 1264
2025-06-24 16:45:32,907 - Calc 1265
2025-06-24 16:45:33,061 - Calc 1266
2025-06-24 16:45:33,071 - Calc 1267
2025-06-24 16:45:33,179 - Calc 1268
2025-06-24 16:45:33,189 - Calc 1269
2025-06-24 16:45:33,307 - Calc 1270
2025-06-24 16:45:33,429 - Calc 1271
2025-06-24 16:45:33,437 - Calc 1272
2025-06-24 16:45:33,448 - Calc 1273
2025-06-24 16:45:33,451 - Calc 1274
2025-06-24 16:45:33,459 - Calc 1275
2025-06-24 16:45:33,473 - Calc 1276
2025-06-24 16:45:33,612 - Calc 1277
2025-06-24 16:45:33,722 - Calc 1278
2025-06-24 16:45:33,733 - Calc 1279
2025-06-24 16:45:33,794 - Calc 1280
2025-06-24 16:45:33,963 - Calc 1281
2025-06-24 16:45:34,033 - Calc 1282
2025-06-24 16:45:34,055 - Calc 1283
2025-06-24 16:45:34,071 - Calc 1284
2025-06-24 16:45:34,084 - Calc 1285
2025-06-24 16:45:34,107 - Calc 1286
2025-06-24 16:45:34,124 - Calc 1287
2025-06-24 16:45:34,154 - Calc 1288
2025-06-24 16:45:34,234 - Calc 1289
2025-06-24 16:45:34,261 - Calc 1290
2025-06-24 16:45:34,281 - Calc 1291
2025-06-24 16:45:34,381 - Calc 1292
2025-06-24 16:45:34,412 - Calc 1293
2025-06-24 16:45:34,436 - Calc 1294
2025-06-24 16:45:34,597 - Calc 1295
2025-06-24 16:45:34,639 - Calc 1296
2025-06-24 16:45:34,669 - Calc 1297
2025-06-24 16:45:34,673 - Calc 1298
2025-06-24 16:45:34,706 - Calc 1299
2025-06-24 16:45:34,825 - Calc 1300
2025-06-24 16:45:34,854 - Calc 1301
2025-06-24 16:45:34,952 - Calc 1302
2025-06-24 16:45:34,973 - Calc 1303
2025-06-24 16:45:34,997 - Calc 1304
2025-06-24 16:45:35,036 - Calc 1305
2025-06-24 16:45:35,295 - Calc 1306
2025-06-24 16:45:35,295 - Calc 1307
2025-06-24 16:45:35,296 - Calc 1308
2025-06-24 16:45:35,297 - Calc 1309
2025-06-24 16:45:35,300 - Calc 1310
2025-06-24 16:45:35,306 - Calc 1311
2025-06-24 16:45:35,418 - Calc 1312
2025-06-24 16:45:35,462 - Calc 1313
2025-06-24 16:45:35,469 - Calc 1314
2025-06-24 16:45:35,485 - Calc 1315
2025-06-24 16:45:35,505 - Calc 1316
2025-06-24 16:45:35,550 - Calc 1317
2025-06-24 16:45:35,580 - Calc 1318
2025-06-24 16:45:35,594 - Calc 1319
2025-06-24 16:45:35,599 - Calc 1320
2025-06-24 16:45:35,619 - Calc 1321
2025-06-24 16:45:35,654 - Calc 1322
2025-06-24 16:45:35,666 - Calc 1323
2025-06-24 16:45:35,682 - Calc 1324
2025-06-24 16:45:35,733 - Calc 1325
2025-06-24 16:45:35,843 - Calc 1326
2025-06-24 16:45:35,899 - Calc 1327
2025-06-24 16:45:35,908 - Calc 1328
2025-06-24 16:45:35,956 - Calc 1329
2025-06-24 16:45:36,131 - Calc 1330
2025-06-24 16:45:36,202 - Calc 1331
2025-06-24 16:45:36,278 - Calc 1332
2025-06-24 16:45:36,372 - Calc 1333
2025-06-24 16:45:36,553 - Calc 1334
2025-06-24 16:45:36,568 - Calc 1335
2025-06-24 16:45:36,626 - Calc 1336
2025-06-24 16:45:36,704 - Calc 1337
2025-06-24 16:45:36,751 - Calc 1338
2025-06-24 16:45:37,271 - Calc 1339
2025-06-24 16:45:37,551 - Calc 1340
2025-06-24 16:45:38,220 - Calc 1341
2025-06-24 16:45:38,412 - Calc 1342
2025-06-24 16:45:38,901 - Calc 1343
2025-06-24 16:45:38,949 - Calc 1344
2025-06-24 16:45:39,347 - Calc 1345
2025-06-24 16:45:39,404 - Calc 1346
2025-06-24 16:45:39,590 - Calc 1347
2025-06-24 16:45:39,685 - Calc 1348
2025-06-24 16:45:39,861 - Calc 1349
2025-06-24 16:45:39,915 - Calc 1350
2025-06-24 16:45:40,027 - Calc 1351
2025-06-24 16:45:40,249 - Calc 1352
2025-06-24 16:45:40,299 - Calc 1353
2025-06-24 16:45:40,348 - Calc 1354
2025-06-24 16:45:40,768 - Calc 1355
2025-06-24 16:45:40,948 - Calc 1356
2025-06-24 16:45:41,006 - Calc 1357
2025-06-24 16:45:41,079 - Calc 1358
2025-06-24 16:45:41,446 - Calc 1359
2025-06-24 16:45:41,566 - Calc 1360
2025-06-24 16:45:41,777 - Calc 1361
2025-06-24 16:45:42,128 - Calc 1362
2025-06-24 16:45:43,381 - Calc 1363
2025-06-24 16:45:43,896 - Calc 1364
2025-06-24 16:45:44,010 - Calc 1365
2025-06-24 16:45:44,155 - Calc 1366
2025-06-24 16:45:44,227 - Calc 1367
2025-06-24 16:45:44,308 - Calc 1368
2025-06-24 16:45:44,695 - Calc 1369
2025-06-24 16:45:44,727 - Calc 1370
2025-06-24 16:45:44,771 - Calc 1371
2025-06-24 16:45:45,044 - Calc 1372
2025-06-24 16:45:45,061 - Calc 1373
2025-06-24 16:45:45,194 - Calc 1374
2025-06-24 16:45:45,198 - Calc 1375
2025-06-24 16:45:45,203 - Calc 1376
2025-06-24 16:45:45,420 - Calc 1377
2025-06-24 16:45:45,561 - Calc 1378
2025-06-24 16:45:45,584 - Calc 1379
2025-06-24 16:45:45,611 - Calc 1380
2025-06-24 16:45:45,808 - Calc 1381
2025-06-24 16:45:45,978 - Calc 1382
2025-06-24 16:45:46,278 - Calc 1383
2025-06-24 16:45:46,654 - Calc 1384
2025-06-24 16:45:46,760 - Calc 1385
2025-06-24 16:45:46,965 - Calc 1386
2025-06-24 16:45:47,022 - Calc 1387
2025-06-24 16:45:47,178 - Calc 1388
2025-06-24 16:45:47,430 - Calc 1389
2025-06-24 16:45:47,436 - Calc 1390
2025-06-24 16:45:47,500 - Calc 1391
2025-06-24 16:45:47,842 - Calc 1392
2025-06-24 16:45:48,054 - Calc 1393
2025-06-24 16:45:48,055 - Calc 1394
2025-06-24 16:45:48,159 - Calc 1395
2025-06-24 16:45:48,241 - Calc 1396
2025-06-24 16:45:48,479 - Calc 1397
2025-06-24 16:45:48,535 - Calc 1398
2025-06-24 16:45:48,875 - Calc 1399
2025-06-24 16:45:49,195 - Calc 1400
2025-06-24 16:45:49,211 - Calc 1401
2025-06-24 16:45:49,343 - Calc 1402
2025-06-24 16:45:49,477 - Calc 1403
2025-06-24 16:45:49,648 - Calc 1404
2025-06-24 16:45:49,695 - Calc 1405
2025-06-24 16:45:49,724 - Calc 1406
2025-06-24 16:45:50,210 - Calc 1407
2025-06-24 16:45:50,365 - Calc 1408
2025-06-24 16:45:50,592 - Calc 1409
2025-06-24 16:45:50,630 - Calc 1410
2025-06-24 16:45:50,835 - Calc 1411
2025-06-24 16:45:50,882 - Calc 1412
2025-06-24 16:45:51,068 - Calc 1413
2025-06-24 16:45:51,086 - Calc 1414
2025-06-24 16:45:51,451 - Calc 1415
2025-06-24 16:45:51,478 - Calc 1416
2025-06-24 16:45:51,591 - Calc 1417
2025-06-24 16:45:51,768 - Calc 1418
2025-06-24 16:45:51,808 - Calc 1419
2025-06-24 16:45:51,980 - Calc 1420
2025-06-24 16:45:52,180 - Calc 1421
2025-06-24 16:45:52,256 - Calc 1422
2025-06-24 16:45:52,319 - Calc 1423
2025-06-24 16:45:52,461 - Calc 1424
2025-06-24 16:45:52,539 - Calc 1425
2025-06-24 16:45:52,565 - Calc 1426
2025-06-24 16:45:52,902 - Calc 1427
2025-06-24 16:45:52,966 - Calc 1428
2025-06-24 16:45:53,095 - Calc 1429
2025-06-24 16:45:53,154 - Calc 1430
2025-06-24 16:45:53,254 - Calc 1431
2025-06-24 16:45:53,337 - Calc 1432
2025-06-24 16:45:53,395 - Calc 1433
2025-06-24 16:45:53,417 - Calc 1434
2025-06-24 16:45:53,629 - Calc 1435
2025-06-24 16:45:53,727 - Calc 1436
2025-06-24 16:45:53,888 - Calc 1437
2025-06-24 16:45:53,964 - Calc 1438
2025-06-24 16:45:54,023 - Calc 1439
2025-06-24 16:45:54,107 - Calc 1440
2025-06-24 16:45:54,292 - Calc 1441
2025-06-24 16:45:54,627 - Calc 1442
2025-06-24 16:45:55,029 - Calc 1443
2025-06-24 16:45:55,218 - Calc 1444
2025-06-24 16:45:55,278 - Calc 1445
2025-06-24 16:45:55,306 - Calc 1446
2025-06-24 16:45:55,470 - Calc 1447
2025-06-24 16:45:55,635 - Calc 1448
2025-06-24 16:45:56,107 - Calc 1449
2025-06-24 16:45:56,171 - Calc 1450
2025-06-24 16:45:56,771 - Calc 1451
2025-06-24 16:45:56,780 - Calc 1452
2025-06-24 16:45:56,848 - Calc 1453
2025-06-24 16:45:57,210 - Calc 1454
2025-06-24 16:45:57,343 - Calc 1455
2025-06-24 16:45:57,499 - Calc 1456
2025-06-24 16:45:57,686 - Calc 1457
2025-06-24 16:45:57,886 - Calc 1458
2025-06-24 16:45:57,926 - Calc 1459
2025-06-24 16:45:58,108 - Calc 1460
2025-06-24 16:45:58,217 - Calc 1461
2025-06-24 16:45:58,281 - Calc 1462
2025-06-24 16:45:58,425 - Calc 1463
2025-06-24 16:45:58,464 - Calc 1464
2025-06-24 16:45:58,516 - Calc 1465
2025-06-24 16:45:58,694 - Calc 1466
2025-06-24 16:45:58,726 - Calc 1467
2025-06-24 16:45:58,841 - Calc 1468
2025-06-24 16:45:58,891 - Calc 1469
2025-06-24 16:45:58,949 - Calc 1470
2025-06-24 16:45:59,060 - Calc 1471
2025-06-24 16:45:59,223 - Calc 1472
2025-06-24 16:45:59,246 - Calc 1473
2025-06-24 16:45:59,254 - Calc 1474
2025-06-24 16:45:59,494 - Calc 1475
2025-06-24 16:45:59,506 - Calc 1476
2025-06-24 16:45:59,551 - Calc 1477
2025-06-24 16:45:59,626 - Calc 1478
2025-06-24 16:45:59,742 - Calc 1479
2025-06-24 16:45:59,760 - Calc 1480
2025-06-24 16:46:00,090 - Calc 1481
2025-06-24 16:46:00,121 - Calc 1482
2025-06-24 16:46:00,122 - Calc 1483
2025-06-24 16:46:00,364 - Calc 1484
2025-06-24 16:46:00,479 - Calc 1485
2025-06-24 16:46:00,675 - Calc 1486
2025-06-24 16:46:00,849 - Calc 1487
2025-06-24 16:46:00,933 - Calc 1488
2025-06-24 16:46:00,967 - Calc 1489
2025-06-24 16:46:00,969 - Calc 1490
2025-06-24 16:46:01,158 - Calc 1491
2025-06-24 16:46:01,447 - Calc 1492
2025-06-24 16:46:01,519 - Calc 1493
2025-06-24 16:46:01,712 - Calc 1494
2025-06-24 16:46:01,846 - Calc 1495
2025-06-24 16:46:02,067 - Calc 1496
2025-06-24 16:46:02,102 - Calc 1497
2025-06-24 16:46:02,131 - Calc 1498
2025-06-24 16:46:02,142 - Calc 1499
2025-06-24 16:46:02,234 - Calc 1500
2025-06-24 16:46:02,290 - Calc 1501
2025-06-24 16:46:02,355 - Calc 1502
2025-06-24 16:46:02,429 - Calc 1503
2025-06-24 16:46:02,509 - Calc 1504
2025-06-24 16:46:02,529 - Calc 1505
2025-06-24 16:46:02,655 - Calc 1506
2025-06-24 16:46:02,655 - Calc 1507
2025-06-24 16:46:02,846 - Calc 1508
2025-06-24 16:46:02,863 - Calc 1509
2025-06-24 16:46:03,209 - Calc 1510
2025-06-24 16:46:03,236 - Calc 1511
2025-06-24 16:46:03,255 - Calc 1512
2025-06-24 16:46:03,422 - Calc 1513
2025-06-24 16:46:03,427 - Calc 1514
2025-06-24 16:46:03,441 - Calc 1515
2025-06-24 16:46:03,629 - Calc 1516
2025-06-24 16:46:03,797 - Calc 1517
2025-06-24 16:46:03,818 - Calc 1518
2025-06-24 16:46:04,041 - Calc 1519
2025-06-24 16:46:04,159 - Calc 1520
2025-06-24 16:46:04,179 - Calc 1521
2025-06-24 16:46:04,343 - Calc 1522
2025-06-24 16:46:04,425 - Calc 1523
2025-06-24 16:46:04,426 - Calc 1524
2025-06-24 16:46:04,584 - Calc 1525
2025-06-24 16:46:04,675 - Calc 1526
2025-06-24 16:46:04,696 - Calc 1527
2025-06-24 16:46:04,901 - Calc 1528
2025-06-24 16:46:04,918 - Calc 1529
2025-06-24 16:46:05,190 - Calc 1530
2025-06-24 16:46:05,290 - Calc 1531
2025-06-24 16:46:05,355 - Calc 1532
2025-06-24 16:46:05,424 - Calc 1533
2025-06-24 16:46:05,442 - Calc 1534
2025-06-24 16:46:05,448 - Calc 1535
2025-06-24 16:46:05,595 - Calc 1536
2025-06-24 16:46:05,748 - Calc 1537
2025-06-24 16:46:05,811 - Calc 1538
2025-06-24 16:46:05,924 - Calc 1539
2025-06-24 16:46:05,926 - Calc 1540
2025-06-24 16:46:06,032 - Calc 1541
2025-06-24 16:46:06,046 - Calc 1542
2025-06-24 16:46:06,093 - Calc 1543
2025-06-24 16:46:06,160 - Calc 1544
2025-06-24 16:46:06,204 - Calc 1545
2025-06-24 16:46:06,247 - Calc 1546
2025-06-24 16:46:06,351 - Calc 1547
2025-06-24 16:46:06,483 - Calc 1548
2025-06-24 16:46:06,513 - Calc 1549
2025-06-24 16:46:06,568 - Calc 1550
2025-06-24 16:46:06,706 - Calc 1551
2025-06-24 16:46:06,709 - Calc 1552
2025-06-24 16:46:06,804 - Calc 1553
2025-06-24 16:46:06,915 - Calc 1554
2025-06-24 16:46:06,995 - Calc 1555
2025-06-24 16:46:07,130 - Calc 1556
2025-06-24 16:46:07,275 - Calc 1557
2025-06-24 16:46:07,305 - Calc 1558
2025-06-24 16:46:07,371 - Calc 1559
2025-06-24 16:46:07,427 - Calc 1560
2025-06-24 16:46:07,501 - Calc 1561
2025-06-24 16:46:07,542 - Calc 1562
2025-06-24 16:46:07,552 - Calc 1563
2025-06-24 16:46:07,661 - Calc 1564
2025-06-24 16:46:07,763 - Calc 1565
2025-06-24 16:46:07,772 - Calc 1566
2025-06-24 16:46:07,922 - Calc 1567
2025-06-24 16:46:07,928 - Calc 1568
2025-06-24 16:46:07,986 - Calc 1569
2025-06-24 16:46:08,013 - Calc 1570
2025-06-24 16:46:08,110 - Calc 1571
2025-06-24 16:46:08,135 - Calc 1572
2025-06-24 16:46:08,201 - Calc 1573
2025-06-24 16:46:08,272 - Calc 1574
2025-06-24 16:46:08,276 - Calc 1575
2025-06-24 16:46:08,300 - Calc 1576
2025-06-24 16:46:08,318 - Calc 1577
2025-06-24 16:46:08,371 - Calc 1578
2025-06-24 16:46:08,422 - Calc 1579
2025-06-24 16:46:08,494 - Calc 1580
2025-06-24 16:46:08,643 - Calc 1581
2025-06-24 16:46:08,783 - Calc 1582
2025-06-24 16:46:08,819 - Calc 1583
2025-06-24 16:46:08,889 - Calc 1584
2025-06-24 16:46:09,012 - Calc 1585
2025-06-24 16:46:09,033 - Calc 1586
2025-06-24 16:46:09,085 - Calc 1587
2025-06-24 16:46:09,199 - Calc 1588
2025-06-24 16:46:09,323 - Calc 1589
2025-06-24 16:46:09,402 - Calc 1590
2025-06-24 16:46:09,549 - Calc 1591
2025-06-24 16:46:09,565 - Calc 1592
2025-06-24 16:46:09,648 - Calc 1593
2025-06-24 16:46:09,736 - Calc 1594
2025-06-24 16:46:09,844 - Calc 1595
2025-06-24 16:46:10,009 - Calc 1596
2025-06-24 16:46:10,043 - Calc 1597
2025-06-24 16:46:10,070 - Calc 1598
2025-06-24 16:46:10,256 - Calc 1599
2025-06-24 16:46:10,387 - Calc 1600
2025-06-24 16:46:10,436 - Calc 1601
2025-06-24 16:46:10,518 - Calc 1602
2025-06-24 16:46:10,651 - Calc 1603
2025-06-24 16:46:10,967 - Calc 1604
2025-06-24 16:46:10,992 - Calc 1605
2025-06-24 16:46:11,105 - Calc 1606
2025-06-24 16:46:11,119 - Calc 1607
2025-06-24 16:46:11,184 - Calc 1608
2025-06-24 16:46:11,406 - Calc 1609
2025-06-24 16:46:11,471 - Calc 1610
2025-06-24 16:46:11,483 - Calc 1611
2025-06-24 16:46:11,769 - Calc 1612
2025-06-24 16:46:11,784 - Calc 1613
2025-06-24 16:46:11,855 - Calc 1614
2025-06-24 16:46:11,871 - Calc 1615
2025-06-24 16:46:11,891 - Calc 1616
2025-06-24 16:46:11,967 - Calc 1617
2025-06-24 16:46:12,247 - Calc 1618
2025-06-24 16:46:12,365 - Calc 1619
2025-06-24 16:46:12,421 - Calc 1620
2025-06-24 16:46:12,627 - Calc 1621
2025-06-24 16:46:12,664 - Calc 1622
2025-06-24 16:46:12,878 - Calc 1623
2025-06-24 16:46:12,926 - Calc 1624
2025-06-24 16:46:12,931 - Calc 1625
2025-06-24 16:46:13,021 - Calc 1626
2025-06-24 16:46:13,057 - Calc 1627
2025-06-24 16:46:13,077 - Calc 1628
2025-06-24 16:46:13,154 - Calc 1629
2025-06-24 16:46:13,169 - Calc 1630
2025-06-24 16:46:13,401 - Calc 1631
2025-06-24 16:46:13,419 - Calc 1632
2025-06-24 16:46:13,532 - Calc 1633
2025-06-24 16:46:13,779 - Calc 1634
2025-06-24 16:46:13,789 - Calc 1635
2025-06-24 16:46:13,902 - Calc 1636
2025-06-24 16:46:13,902 - Calc 1637
2025-06-24 16:46:13,909 - Calc 1638
2025-06-24 16:46:13,913 - Calc 1639
2025-06-24 16:46:13,947 - Calc 1640
2025-06-24 16:46:14,092 - Calc 1641
2025-06-24 16:46:14,182 - Calc 1642
2025-06-24 16:46:14,266 - Calc 1643
2025-06-24 16:46:14,373 - Calc 1644
2025-06-24 16:46:14,436 - Calc 1645
2025-06-24 16:46:14,532 - Calc 1646
2025-06-24 16:46:14,577 - Calc 1647
2025-06-24 16:46:14,600 - Calc 1649
2025-06-24 16:46:14,603 - Calc 1648
2025-06-24 16:46:14,627 - Calc 1650
2025-06-24 16:46:14,976 - Calc 1651
2025-06-24 16:46:15,064 - Calc 1652
2025-06-24 16:46:15,067 - Calc 1653
2025-06-24 16:46:15,084 - Calc 1654
2025-06-24 16:46:15,206 - Calc 1655
2025-06-24 16:46:15,275 - Calc 1656
2025-06-24 16:46:15,316 - Calc 1657
2025-06-24 16:46:15,349 - Calc 1658
2025-06-24 16:46:15,368 - Calc 1659
2025-06-24 16:46:15,368 - Calc 1660
2025-06-24 16:46:15,465 - Calc 1661
2025-06-24 16:46:15,580 - Calc 1662
2025-06-24 16:46:15,623 - Calc 1663
2025-06-24 16:46:15,703 - Calc 1664
2025-06-24 16:46:15,827 - Calc 1665
2025-06-24 16:46:15,956 - Calc 1666
2025-06-24 16:46:16,095 - Calc 1667
2025-06-24 16:46:16,144 - Calc 1668
2025-06-24 16:46:16,157 - Calc 1669
2025-06-24 16:46:16,312 - Calc 1670
2025-06-24 16:46:16,331 - Calc 1671
2025-06-24 16:46:16,382 - Calc 1672
2025-06-24 16:46:16,415 - Calc 1673
2025-06-24 16:46:16,424 - Calc 1674
2025-06-24 16:46:16,434 - Calc 1675
2025-06-24 16:46:16,508 - Calc 1676
2025-06-24 16:46:16,523 - Calc 1677
2025-06-24 16:46:16,638 - Calc 1678
2025-06-24 16:46:16,725 - Calc 1679
2025-06-24 16:46:16,725 - Calc 1680
2025-06-24 16:46:16,744 - Calc 1681
2025-06-24 16:46:16,840 - Calc 1682
2025-06-24 16:46:16,878 - Calc 1683
2025-06-24 16:46:16,933 - Calc 1684
2025-06-24 16:46:16,941 - Calc 1685
2025-06-24 16:46:17,192 - Calc 1686
2025-06-24 16:46:17,262 - Calc 1687
2025-06-24 16:46:17,338 - Calc 1688
2025-06-24 16:46:17,341 - Calc 1689
2025-06-24 16:46:17,347 - Calc 1690
2025-06-24 16:46:17,378 - Calc 1691
2025-06-24 16:46:17,458 - Calc 1692
2025-06-24 16:46:17,520 - Calc 1693
2025-06-24 16:46:17,593 - Calc 1694
2025-06-24 16:46:17,649 - Calc 1695
2025-06-24 16:46:17,680 - Calc 1696
2025-06-24 16:46:17,695 - Calc 1697
2025-06-24 16:46:17,824 - Calc 1698
2025-06-24 16:46:17,841 - Calc 1699
2025-06-24 16:46:17,965 - Calc 1700
2025-06-24 16:46:18,032 - Calc 1701
2025-06-24 16:46:18,131 - Calc 1702
2025-06-24 16:46:18,338 - Calc 1703
2025-06-24 16:46:18,353 - Calc 1704
2025-06-24 16:46:18,397 - Calc 1705
2025-06-24 16:46:18,444 - Calc 1706
2025-06-24 16:46:18,470 - Calc 1707
2025-06-24 16:46:18,479 - Calc 1708
2025-06-24 16:46:18,538 - Calc 1709
2025-06-24 16:46:18,620 - Calc 1710
2025-06-24 16:46:18,640 - Calc 1711
2025-06-24 16:46:18,692 - Calc 1712
2025-06-24 16:46:18,732 - Calc 1713
2025-06-24 16:46:18,773 - Calc 1714
2025-06-24 16:46:18,851 - Calc 1715
2025-06-24 16:46:18,960 - Calc 1716
2025-06-24 16:46:19,024 - Calc 1717
2025-06-24 16:46:19,061 - Calc 1718
2025-06-24 16:46:19,120 - Calc 1719
2025-06-24 16:46:19,221 - Calc 1720
2025-06-24 16:46:19,264 - Calc 1721
2025-06-24 16:46:19,306 - Calc 1722
2025-06-24 16:46:19,334 - Calc 1723
2025-06-24 16:46:19,374 - Calc 1724
2025-06-24 16:46:19,423 - Calc 1725
2025-06-24 16:46:19,437 - Calc 1726
2025-06-24 16:46:19,526 - Calc 1727
2025-06-24 16:46:19,642 - Calc 1728
2025-06-24 16:46:19,666 - Calc 1729
2025-06-24 16:46:19,667 - Calc 1730
2025-06-24 16:46:19,719 - Calc 1731
2025-06-24 16:46:19,764 - Calc 1732
2025-06-24 16:46:19,894 - Calc 1733
2025-06-24 16:46:19,902 - Calc 1734
2025-06-24 16:46:19,950 - Calc 1735
2025-06-24 16:46:20,054 - Calc 1736
2025-06-24 16:46:20,170 - Calc 1737
2025-06-24 16:46:20,181 - Calc 1738
2025-06-24 16:46:20,245 - Calc 1739
2025-06-24 16:46:20,256 - Calc 1740
2025-06-24 16:46:20,257 - Calc 1741
2025-06-24 16:46:20,345 - Calc 1742
2025-06-24 16:46:20,390 - Calc 1743
2025-06-24 16:46:20,393 - Calc 1744
2025-06-24 16:46:20,548 - Calc 1745
2025-06-24 16:46:20,581 - Calc 1746
2025-06-24 16:46:20,585 - Calc 1747
2025-06-24 16:46:20,618 - Calc 1748
2025-06-24 16:46:20,686 - Calc 1749
2025-06-24 16:46:20,728 - Calc 1750
2025-06-24 16:46:20,793 - Calc 1751
2025-06-24 16:46:20,843 - Calc 1752
2025-06-24 16:46:20,891 - Calc 1753
2025-06-24 16:46:20,907 - Calc 1754
2025-06-24 16:46:20,933 - Calc 1755
2025-06-24 16:46:21,013 - Calc 1756
2025-06-24 16:46:21,076 - Calc 1757
2025-06-24 16:46:21,098 - Calc 1758
2025-06-24 16:46:21,105 - Calc 1759
2025-06-24 16:46:21,214 - Calc 1760
2025-06-24 16:46:21,218 - Calc 1761
2025-06-24 16:46:21,406 - Calc 1762
2025-06-24 16:46:21,536 - Calc 1763
2025-06-24 16:46:21,545 - Calc 1764
2025-06-24 16:46:21,565 - Calc 1765
2025-06-24 16:46:21,627 - Calc 1766
2025-06-24 16:46:21,710 - Calc 1767
2025-06-24 16:46:21,752 - Calc 1768
2025-06-24 16:46:21,894 - Calc 1769
2025-06-24 16:46:21,900 - Calc 1770
2025-06-24 16:46:21,929 - Calc 1771
2025-06-24 16:46:21,984 - Calc 1772
2025-06-24 16:46:21,996 - Calc 1773
2025-06-24 16:46:22,056 - Calc 1774
2025-06-24 16:46:22,166 - Calc 1775
2025-06-24 16:46:22,282 - Calc 1776
2025-06-24 16:46:22,312 - Calc 1777
2025-06-24 16:46:22,413 - Calc 1778
2025-06-24 16:46:22,446 - Calc 1779
2025-06-24 16:46:22,511 - Calc 1780
2025-06-24 16:46:22,613 - Calc 1781
2025-06-24 16:46:22,671 - Calc 1782
2025-06-24 16:46:22,834 - Calc 1783
2025-06-24 16:46:22,844 - Calc 1784
2025-06-24 16:46:22,892 - Calc 1785
2025-06-24 16:46:22,924 - Calc 1786
2025-06-24 16:46:22,957 - Calc 1787
2025-06-24 16:46:23,019 - Calc 1788
2025-06-24 16:46:23,106 - Calc 1789
2025-06-24 16:46:23,158 - Calc 1790
2025-06-24 16:46:23,239 - Calc 1791
2025-06-24 16:46:23,327 - Calc 1792
2025-06-24 16:46:23,385 - Calc 1793
2025-06-24 16:46:23,458 - Calc 1794
2025-06-24 16:46:23,518 - Calc 1795
2025-06-24 16:46:23,524 - Calc 1796
2025-06-24 16:46:23,586 - Calc 1797
2025-06-24 16:46:23,657 - Calc 1798
2025-06-24 16:46:23,675 - Calc 1799
2025-06-24 16:46:23,767 - Calc 1800
2025-06-24 16:46:23,799 - Calc 1802
2025-06-24 16:46:23,799 - Calc 1801
2025-06-24 16:46:23,817 - Calc 1803
2025-06-24 16:46:23,888 - Calc 1804
2025-06-24 16:46:24,010 - Calc 1805
2025-06-24 16:46:24,025 - Calc 1806
2025-06-24 16:46:24,029 - Calc 1807
2025-06-24 16:46:24,059 - Calc 1808
2025-06-24 16:46:24,070 - Calc 1809
2025-06-24 16:46:24,096 - Calc 1810
2025-06-24 16:46:24,188 - Calc 1811
2025-06-24 16:46:24,222 - Calc 1812
2025-06-24 16:46:24,284 - Calc 1813
2025-06-24 16:46:24,298 - Calc 1814
2025-06-24 16:46:24,304 - Calc 1815
2025-06-24 16:46:24,308 - Calc 1816
2025-06-24 16:46:24,395 - Calc 1817
2025-06-24 16:46:24,478 - Calc 1818
2025-06-24 16:46:24,524 - Calc 1819
2025-06-24 16:46:24,527 - Calc 1820
